"","RBBEBIS","CCRETT01BEM661N","RNBEBIS","CCUSSP01BEM650N","CPGRLE01BEM657N","IR3TIB01BEM156N","IRSTCI01BEM156N","IRLTCT01BEM156N","IRLTLT01BEM156N","NBIEBIS","CCRETT01IEM661N","CPGRLE01IEM657N","CSINFT02NLM460S","NLDCPHPLA01IXOBM","IRLTLT01NLM156N","RBESBIS","CCUSMA02ESM661N","RNESBIS","CPGRLE01ESM657N","CPGRLE01CHM657N","IRSTCI01CHM156N"
"2017-03",0.00183206106870237,-0.353639885292992,0.759999999999991,0.0088704350287816,-0.00299131769543534,-7.00000000000006e-06,-0.003535,0.000400000000000001,0,0.0032877293456357,1.392652692582,0.00295450203490023,0.262,-1.20999999999999,-9.99999999999959e-06,0.489999999999995,-0.00430781751871701,0.849999999999994,-0.00142595099316108,0.00203946131317032,0
"2017-04",-0.0035558264756681,-0.902264646893002,0.0699999999999932,0.0223552520811898,0.00348157584938827,-1.10000000000002e-05,-0.003569,-3e-04,-0.000899999999999999,-0.00338266384778008,-0.0415057450110083,0.00472283091636232,0.152,1.14999999999999,0.00013,0.109999999999999,-0.00210825899601408,0.519999999999996,0.00448045091054196,8.56852889974496e-05,0.000499999999999999
"2017-05",0.0100938009787928,0.0292186190369961,0.879999999999995,0.0266239707227816,-0.00143895745731511,8.99999999999989e-06,-0.003589,9.99999999999994e-05,-1e-04,0.0161221892235892,1.274298021761,-0.00682059624100507,0.137,-0.719999999999999,0.000909999999999999,0.5,-0.0309353032579656,0.859999999999999,-0.00356031433179314,0.00135127595631277,-0.000499999999999999
"2017-06",0.00333097809629557,0.59228927407699,1.31999999999999,0.0170216558239016,0.000100815100814882,-4.9999999999998e-06,-0.003587,-0.0013,-0.0015,0.00803757828810014,1.61890617666499,-0.00333822162155032,0.101,0.450000000000003,-0.00086,0.75,-0.0159916385622842,0.939999999999998,0.00174883560882141,-0.000334033630631256,-0.0023
"2017-07",0.0104627766599596,1.758270111583,1.86999999999999,0.027602523659306,0.00098772961464255,-4.0000000000001e-06,-0.003595,0.002,0.0021,0.0119084601843222,0.892667623467005,0.00163487216290168,0.148,0.310000000000002,0.00185,1.56999999999999,-0.0245418727363228,1.19,0.00157240327345573,0.000171391972723,0.0028
"2017-08",0.00637196336121071,2.16153453152499,2.25,0.00835678349108893,-0.00142192300277486,1.3e-05,-0.003558,-0.0011,-0.001,0.013098649201801,2.097557337117,0.00388824556317733,0.206,-0.159999999999997,-0.00146,1.89,-0.0247864634710666,1.45,-0.00198598144096495,0.000774548769783362,-0.0025
"2017-09",-0.00187969924812026,2.12920667078801,2.26000000000001,-0.00160676532769555,0.0008688228355601,-2.99999999999996e-06,-0.003581,-0.000100000000000001,-0.000300000000000001,0.000202020202020092,1.29826226633101,-0.00233234466832032,0.288,-0.0900000000000034,-1e-04,1.87,-0.00845779458650309,1.5,3.9203439480122e-05,0.00151724263200941,0.0025
"2017-10",0.000297353553375013,2.311837769527,2.15000000000001,-0.0142300525156701,0.000640891930777402,-1.00000000000013e-06,-0.00359,-9.99999999999994e-05,-9.99999999999994e-05,-0.00262573217531803,0.14821498184601,0.00396879470135751,0.249,-0.0100000000000051,9.00000000000007e-05,1.75999999999999,0.013342783214491,1.25,-0.0033760063645046,0.000244434593556807,-0.000699999999999999
"2017-11",0.00168450257629815,2.71609054464099,2.44,0.0181302629317752,-0.00281450095139859,5.00000000000023e-06,-0.003492,-0.001,-0.0011,-0.000202511138112649,1.291634398722,-0.00344938910631752,0.386,0.120000000000005,-0.000730000000000001,1.95,0.00124444833909609,1.44,-0.00148488996245548,0.00049533356414802,-3e-04
"2017-12",0.00098921752893455,3.61357559789199,3.26000000000001,0.012152924297409,0.00215436493068562,1.09999999999997e-05,-0.003423,-4e-04,-5e-04,0.00263317804334617,2.59581297832401,0.000521884827951295,0.222,-0.00999999999999091,-0.00016,2,-0.00756843703336907,1.40000000000001,-0.000957536612381941,0.000772597698560021,0
